name,asciiname,country,lat,lon,timezone,population
Tondalam,Tondalam,IN,11.50137,76.34983,Asia/Kolkata,44590
Jawaharnagar,Jawaharnagar,IN,17.51001,78.56562,Asia/Kolkata,44562
Homnābād,Homnabad,IN,17.77074,77.12519,Asia/Kolkata,44483
Memāri,Memari,IN,23.17647,88.09749,Asia/Kolkata,44448
Nāndūra,Nandura,IN,20.83417,76.45924,Asia/Kolkata,44419
Kottangara,Kottangara,IN,8.92412,76.64673,Asia/Kolkata,44402
Angul,Angul,IN,20.84089,85.10192,Asia/Kolkata,44386
Kōttakkal,Kottakkal,IN,11.00089,76.00618,Asia/Kolkata,44382
Libāspur,Libaspur,IN,28.75089,77.14647,Asia/Kolkata,44375
Dalli Rājhara,Dalli Rajhara,IN,20.58573,81.07501,Asia/Kolkata,44363
Kālpi,Kalpi,IN,26.11667,79.73333,Asia/Kolkata,44339
Jintūr,Jintur,IN,19.61186,76.6874,Asia/Kolkata,44291
Daman,Daman,IN,20.41431,72.83236,Asia/Kolkata,44282
Rāmnagar,Ramnagar,IN,25.26907,83.02971,Asia/Kolkata,44277
Anekal,Anekal,IN,12.7111,77.69557,Asia/Kolkata,44260
Akkarampalle,Akkarampalle,IN,13.65,79.42,Asia/Kolkata,44219
Nidadavole,Nidadavole,IN,16.90572,81.67222,Asia/Kolkata,44173
Raisen,Raisen,IN,23.33033,77.7811,Asia/Kolkata,44162
Gūduvāncheri,Guduvancheri,IN,12.84519,80.06055,Asia/Kolkata,44098
Varangaon,Varangaon,IN,21.01767,75.91042,Asia/Kolkata,44067
Sihorā,Sihora,IN,23.4871,80.10404,Asia/Kolkata,44048
Chidawa,Chidawa,IN,28.23937,75.64035,Asia/Kolkata,43953
Ahmadpur,Ahmadpur,IN,18.70622,76.93731,Asia/Kolkata,43936
Olavanna,Olavanna,IN,11.21836,75.83248,Asia/Kolkata,43895
Gobārdānga,Gobardanga,IN,22.8774,88.75479,Asia/Kolkata,43808
Melmadai,Melmadai,IN,9.92638,78.15028,Asia/Kolkata,43797
Saint Thomas Mount,Saint Thomas Mount,IN,13.00334,80.19614,Asia/Kolkata,43795
Yellandu,Yellandu,IN,17.59064,80.32146,Asia/Kolkata,43787
Hāflong,Haflong,IN,25.16478,93.01744,Asia/Kolkata,43756
Polavaram,Polavaram,IN,17.24754,81.64372,Asia/Kolkata,43710
Kanuru,Kanuru,IN,16.28584,81.25464,Asia/Kolkata,43696
Bodupāl,Bodupal,IN,17.41877,78.58427,Asia/Kolkata,43692
Rāmachandrapuram,Ramachandrapuram,IN,16.83636,82.02871,Asia/Kolkata,43657
Panachikkad,Panachikkad,IN,9.52974,76.54062,Asia/Kolkata,43595
Shōranūr,Shoranur,IN,10.76181,76.27078,Asia/Kolkata,43533
Pallikaranai,Pallikaranai,IN,12.9377,80.2153,Asia/Kolkata,43493
Kāndhla,Kandhla,IN,29.32104,77.27101,Asia/Kolkata,43387
Barwāla,Barwala,IN,29.36747,75.90809,Asia/Kolkata,43384
Nilithi,Nilithi,IN,28.65201,77.05644,Asia/Kolkata,43371
Jambusar,Jambusar,IN,22.05236,72.80074,Asia/Kolkata,43344
Varkala,Varkala,IN,8.7333,76.7167,Asia/Kolkata,43276
Kātol,Katol,IN,21.27388,78.5858,Asia/Kolkata,43267
Kopali,Kopali,IN,22.83718,86.19161,Asia/Kolkata,43256
Sainthia,Sainthia,IN,23.94826,87.68045,Asia/Kolkata,43221
Choornikkara,Choornikkara,IN,10.08788,76.3411,Asia/Kolkata,43207
Perungudi,Perungudi,IN,12.96095,80.24094,Asia/Kolkata,43111
Kamal Pur Majra Burari,Kamal Pur Majra Burari,IN,28.74667,77.19348,Asia/Kolkata,43086
Jīwanpur,Jiwanpur,IN,28.71448,77.28489,Asia/Kolkata,43054
Barhiya,Barhiya,IN,25.28814,86.02055,Asia/Kolkata,43045
Sojat,Sojat,IN,25.92493,73.66633,Asia/Kolkata,43023
Kālimpong,Kalimpong,IN,27.03461,88.63084,Asia/Kolkata,43000
Periyakulam,Periyakulam,IN,10.12268,77.54372,Asia/Kolkata,42976
Simdega,Simdega,IN,22.61523,84.50208,Asia/Kolkata,42944
Bishrāmpur,Bishrampur,IN,24.25299,83.92502,Asia/Kolkata,42925
Kottuvalli,Kottuvalli,IN,10.11119,76.24634,Asia/Kolkata,42922
Bairāgnia,Bairagnia,IN,26.74063,85.27323,Asia/Kolkata,42895
Diglipur,Diglipur,IN,13.26667,93,Asia/Kolkata,42877
Panipat Taraf Ansar,Panipat Taraf Ansar,IN,29.41223,76.9547,Asia/Kolkata,42877
Ranjangaon S,Ranjangaon S,IN,19.84404,75.21482,Asia/Kolkata,42877
Kakkodi,Kakkodi,IN,11.31973,75.80146,Asia/Kolkata,42866
Mahbūbābād,Mahbubabad,IN,17.59728,80.00207,Asia/Kolkata,42851
Perumbaikad,Perumbaikad,IN,9.61827,76.53127,Asia/Kolkata,42839
Ārvi,Arvi,IN,20.99585,78.22914,Asia/Kolkata,42822
Parāsia,Parasia,IN,22.1913,78.75904,Asia/Kolkata,42786
Sivaganga,Sivaganga,IN,9.84701,78.48358,Asia/Kolkata,42785
Limbdi,Limbdi,IN,22.56507,71.81076,Asia/Kolkata,42769
Chavara,Chavara,IN,8.96727,76.54188,Asia/Kolkata,42655
Dahegām,Dahegam,IN,23.16903,72.82161,Asia/Kolkata,42632
Shāhābād,Shahabad,IN,30.16776,76.87046,Asia/Kolkata,42607
Jaspur,Jaspur,IN,29.27919,78.82798,Asia/Kolkata,42524
Thān,Than,IN,22.57422,71.19942,Asia/Kolkata,42508
Bāola,Baola,IN,22.82844,72.36364,Asia/Kolkata,42458
Khekra,Khekra,IN,28.86586,77.2841,Asia/Kolkata,42408
Bhupalpally,Bhupalpally,IN,18.42866,79.86385,Asia/Kolkata,42387
Dīnhāta,Dinhata,IN,26.13526,89.46129,Asia/Kolkata,42381
Aland,Aland,IN,17.56425,76.56854,Asia/Kolkata,42371
Kumbalangy,Kumbalangy,IN,9.87977,76.28353,Asia/Kolkata,42367
Naini Tāl,Naini Tal,IN,29.39743,79.44686,Asia/Kolkata,42309
Idar,Idar,IN,23.84145,73.00068,Asia/Kolkata,42306
Chinnamanūr,Chinnamanur,IN,9.83999,77.38109,Asia/Kolkata,42305
Bhawāni Mandi,Bhawani Mandi,IN,24.41582,75.83552,Asia/Kolkata,42283
Kyathampalle,Kyathampalle,IN,19.66781,78.5289,Asia/Kolkata,42275
Sikandra Rao,Sikandra Rao,IN,27.68859,78.37985,Asia/Kolkata,42229
Palladam,Palladam,IN,10.99175,77.28633,Asia/Kolkata,42225
Rāzām,Razam,IN,18.44909,83.65957,Asia/Kolkata,42197
Jājpur,Jajpur,IN,20.84852,86.33729,Asia/Kolkata,42157
Jora,Jora,IN,26.34209,77.8092,Asia/Kolkata,42153
Canning,Canning,IN,22.31399,88.66508,Asia/Kolkata,42132
Khairābād,Khairabad,IN,27.52698,80.75461,Asia/Kolkata,42125
Pratāpgarh,Pratapgarh,IN,24.03215,74.78162,Asia/Kolkata,42079
Dhāka,Dhaka,IN,26.67479,85.16698,Asia/Kolkata,42063
Kannad,Kannad,IN,20.25684,75.13786,Asia/Kolkata,42056
Nāthdwāra,Nathdwara,IN,24.93805,73.82392,Asia/Kolkata,42016
Abdu Rahiman Nagar,Abdu Rahiman Nagar,IN,11.06983,75.93879,Asia/Kolkata,41993
Golāghāt,Golaghat,IN,26.51167,93.95951,Asia/Kolkata,41989
Kekri,Kekri,IN,25.97132,75.14992,Asia/Kolkata,41890
Barauli,Barauli,IN,26.38109,84.58648,Asia/Kolkata,41877
Mahē,Mahe,IN,11.70172,75.53474,Asia/Kolkata,41816
Diamond Harbour,Diamond Harbour,IN,22.19268,88.18951,Asia/Kolkata,41802
Sūrampatti,Surampatti,IN,11.32726,77.71122,Asia/Kolkata,41782
Bāghpat,Baghpat,IN,28.94485,77.21865,Asia/Kolkata,41766
Bar Bigha,Bar Bigha,IN,25.21855,85.7332,Asia/Kolkata,41758
Nārāyanpet,Narayanpet,IN,16.74799,77.4954,Asia/Kolkata,41752
Khambhāliya,Khambhaliya,IN,22.20685,69.65031,Asia/Kolkata,41734
Bilāra,Bilara,IN,26.18067,73.7055,Asia/Kolkata,41710
Trikonavattam,Trikonavattam,IN,8.88987,76.66588,Asia/Kolkata,41609
Rājgīr,Rajgir,IN,25.02828,85.42079,Asia/Kolkata,41587
Kudappanakkunnu,Kudappanakkunnu,IN,8.55142,76.96079,Asia/Kolkata,41583
Paithan,Paithan,IN,19.47506,75.38558,Asia/Kolkata,41536
Kodīnar,Kodinar,IN,20.79393,70.70216,Asia/Kolkata,41492
Pīleru,Pileru,IN,13.65584,78.93854,Asia/Kolkata,41489
Pirāyiri,Pirayiri,IN,10.76523,76.63178,Asia/Kolkata,41359
Rāmganj Mandi,Ramganj Mandi,IN,24.64648,75.94325,Asia/Kolkata,41328
Vaijāpur,Vaijapur,IN,19.92672,74.7275,Asia/Kolkata,41296
Kannamangalam,Kannamangalam,IN,11.07543,75.98522,Asia/Kolkata,41260
Saundatti,Saundatti,IN,15.76615,75.11778,Asia/Kolkata,41215
Jaggayyapeta,Jaggayyapeta,IN,16.8938,80.09807,Asia/Kolkata,41180
Peddapalli,Peddapalli,IN,18.61357,79.37442,Asia/Kolkata,41171
Dhupgāri,Dhupgari,IN,26.58904,89.00732,Asia/Kolkata,41168
Triprangod,Triprangod,IN,10.84225,75.94856,Asia/Kolkata,41167
Chākan,Chakan,IN,18.76059,73.86351,Asia/Kolkata,41113
Bharthana,Bharthana,IN,26.75231,79.2218,Asia/Kolkata,41055
Patti,Patti,IN,31.28092,74.85849,Asia/Kolkata,40976
Jalārpet,Jalarpet,IN,12.57025,78.57318,Asia/Kolkata,40959
Vadgaon,Vadgaon,IN,20.37589,78.11258,Asia/Kolkata,40884
Tālcher,Talcher,IN,20.94927,85.23354,Asia/Kolkata,40841
Thottada,Thottada,IN,11.83851,75.4208,Asia/Kolkata,40818
Kalliyoor,Kalliyoor,IN,8.43128,77.01285,Asia/Kolkata,40816
Arantāngi,Arantangi,IN,10.17235,78.99118,Asia/Kolkata,40814
Athiyannur,Athiyannur,IN,8.393,77.06371,Asia/Kolkata,40712
Icchannūr,Icchannur,IN,11.36148,75.77819,Asia/Kolkata,40697
Sherghāti,Sherghati,IN,24.5595,84.79162,Asia/Kolkata,40666
Bhādra,Bhadra,IN,29.10298,75.17138,Asia/Kolkata,40662
Jhajha,Jhajha,IN,24.77107,86.37888,Asia/Kolkata,40646
Ghātsīla,Ghatsila,IN,22.58531,86.47682,Asia/Kolkata,40624
Dharmanagar,Dharmanagar,IN,24.36667,92.16667,Asia/Kolkata,40595
Kayalpattinam,Kayalpattinam,IN,8.57143,78.11992,Asia/Kolkata,40588
Nowgong,Nowgong,IN,25.06136,79.44125,Asia/Kolkata,40580
Savanūr,Savanur,IN,14.97335,75.33724,Asia/Kolkata,40567
Nailā,Naila,IN,22.02074,82.5666,Asia/Kolkata,40561
Nannambra,Nannambra,IN,10.99211,75.90799,Asia/Kolkata,40543
Manapparai,Manapparai,IN,10.60772,78.42582,Asia/Kolkata,40510
Boyampālaiyam,Boyampalaiyam,IN,11.14875,77.35368,Asia/Kolkata,40503
Kallakkurichchi,Kallakkurichchi,IN,11.7404,78.959,Asia/Kolkata,40449
Kulathummal,Kulathummal,IN,8.5073,77.08145,Asia/Kolkata,40448
Ettumānūr,Ettumanur,IN,9.66898,76.55924,Asia/Kolkata,40438
Ghātampur,Ghatampur,IN,26.15272,80.16803,Asia/Kolkata,40435
Channarāyapatna,Channarayapatna,IN,12.90642,76.38775,Asia/Kolkata,40417
Akivīdu,Akividu,IN,16.58225,81.38112,Asia/Kolkata,40413
Kovvūr,Kovvur,IN,17.0162,81.72934,Asia/Kolkata,40379
Vellakkovil,Vellakkovil,IN,10.94627,77.71242,Asia/Kolkata,40359
Sabalgarh,Sabalgarh,IN,26.24918,77.40786,Asia/Kolkata,40333
Bhālki,Bhalki,IN,18.04348,77.206,Asia/Kolkata,40333
Kāttipparutti,Kattipparutti,IN,10.87385,76.05348,Asia/Kolkata,40318
Murtajāpur,Murtajapur,IN,20.73299,77.36694,Asia/Kolkata,40295
Peringathur,Peringathur,IN,11.7137,75.58599,Asia/Kolkata,40292
Solan,Solan,IN,30.90908,77.10869,Asia/Kolkata,40283
Nādāpuram,Nadapuram,IN,11.68465,75.65493,Asia/Kolkata,40230
Gursahāiganj,Gursahaiganj,IN,27.11518,79.73174,Asia/Kolkata,40214
Maihar,Maihar,IN,24.26594,80.76063,Asia/Kolkata,40192
Bantvāl,Bantval,IN,12.8905,75.03489,Asia/Kolkata,40155
Pallipalayam,Pallipalayam,IN,11.36523,77.76235,Asia/Kolkata,40140
Mapusa,Mapusa,IN,15.59154,73.80898,Asia/Kolkata,40122
Tāki,Taki,IN,22.58867,88.93253,Asia/Kolkata,40113
Akalkot,Akalkot,IN,17.52532,76.20611,Asia/Kolkata,40103
Maner,Maner,IN,25.64602,84.87291,Asia/Kolkata,40068
Mālūr,Malur,IN,13.00322,77.93798,Asia/Kolkata,40050
Bakhri,Bakhri,IN,25.59889,86.26074,Asia/Kolkata,40043
Mayyanād,Mayyanad,IN,8.83726,76.64505,Asia/Kolkata,40039
Mappilaiurani,Mappilaiurani,IN,8.8359,78.13518,Asia/Kolkata,40035
Melur,Melur,IN,10.03241,78.3393,Asia/Kolkata,40017
Hāsimāra,Hasimara,IN,26.7469,89.35385,Asia/Kolkata,40000
Sathupalli,Sathupalli,IN,17.24968,80.86899,Asia/Kolkata,40000
Pūranpur,Puranpur,IN,28.51283,80.14829,Asia/Kolkata,39988
Aklūj,Akluj,IN,17.89241,75.02138,Asia/Kolkata,39972
Bānsi,Bansi,IN,27.17749,82.93442,Asia/Kolkata,39926
Bīlāspur,Bilaspur,IN,28.88655,79.2703,Asia/Kolkata,39873
Vadavalli,Vadavalli,IN,11.02472,76.8973,Asia/Kolkata,39873
Thakurdwara,Thakurdwara,IN,29.19203,78.86145,Asia/Kolkata,39860
Amudālavalasa,Amudalavalasa,IN,18.41025,83.90295,Asia/Kolkata,39799
Vyāra,Vyara,IN,21.11079,73.39365,Asia/Kolkata,39789
Bhavāni,Bhavani,IN,11.44553,77.68215,Asia/Kolkata,39744
Samālkha,Samalkha,IN,29.23552,77.01273,Asia/Kolkata,39710
Lakkanahalli,Lakkanahalli,IN,12.11202,78.15384,Asia/Kolkata,39697
Porsa,Porsa,IN,26.67444,78.37081,Asia/Kolkata,39669
Kadungalūr,Kadungalur,IN,10.0948,76.32106,Asia/Kolkata,39666
Kālappatti,Kalappatti,IN,11.07937,77.03709,Asia/Kolkata,39586
Anandpur,Anandpur,IN,21.21411,86.12492,Asia/Kolkata,39585
Chaklāsi,Chaklasi,IN,22.6532,72.94497,Asia/Kolkata,39581
Rādhanpur,Radhanpur,IN,23.83238,71.6047,Asia/Kolkata,39558
Murshidābād,Murshidabad,IN,24.1839,88.27171,Asia/Kolkata,39557
Manakunnam,Manakunnam,IN,9.8857,76.37328,Asia/Kolkata,39538
Bhachāu,Bhachau,IN,23.29858,70.34279,Asia/Kolkata,39532
Jalālābād,Jalalabad,IN,30.60622,74.25727,Asia/Kolkata,39525
Kurinjippādi,Kurinjippadi,IN,11.55028,79.59066,Asia/Kolkata,39514
Sedam,Sedam,IN,17.17859,77.28998,Asia/Kolkata,39341
Vādāsinor,Vadasinor,IN,22.95677,73.33505,Asia/Kolkata,39330
Kampli,Kampli,IN,15.40626,76.60013,Asia/Kolkata,39307
Kāro,Karo,IN,23.78516,85.9783,Asia/Kolkata,39305
Tirkadavūr,Tirkadavur,IN,8.92398,76.59101,Asia/Kolkata,39285
Jogbani,Jogbani,IN,26.39905,87.26525,Asia/Kolkata,39281
Mūkondapalli,Mukondapalli,IN,12.75142,77.80169,Asia/Kolkata,39245
Sirohi,Sirohi,IN,24.88838,72.84794,Asia/Kolkata,39229
Aroor,Aroor,IN,9.8694,76.30498,Asia/Kolkata,39214
Othukkungal,Othukkungal,IN,11.0283,76.02903,Asia/Kolkata,39139
Ghosī,Ghosi,IN,26.10587,83.5393,Asia/Kolkata,39138
Sumerpur,Sumerpur,IN,25.1543,73.08157,Asia/Kolkata,39132
Pehowa,Pehowa,IN,29.97897,76.58249,Asia/Kolkata,39101
Kārakkād,Karakkad,IN,10.58804,76.03884,Asia/Kolkata,39098
Nūrpur,Nurpur,IN,29.14956,78.4084,Asia/Kolkata,39077
Revelganj,Revelganj,IN,25.78976,84.63596,Asia/Kolkata,39039
Betamcherla,Betamcherla,IN,15.45144,78.14797,Asia/Kolkata,38994
Belpahar,Belpahar,IN,21.8218,83.8458,Asia/Kolkata,38993
Chīka,Chika,IN,30.04891,76.343,Asia/Kolkata,38952
Paravūr Tekkumbhāgam,Paravur Tekkumbhagam,IN,8.7947,76.66798,Asia/Kolkata,38946
Tuvāgudi,Tuvagudi,IN,10.74725,78.82133,Asia/Kolkata,38887
Dwārka,Dwarka,IN,22.23944,68.96778,Asia/Kolkata,38873
Kotamangalam,Kotamangalam,IN,10.06435,76.62843,Asia/Kolkata,38837
Kātpādi,Katpadi,IN,12.96951,79.14552,Asia/Kolkata,38833
Rangat,Rangat,IN,12.50595,92.9155,Asia/Kolkata,38824
Sagauli,Sagauli,IN,26.7639,84.74341,Asia/Kolkata,38815
Rāhuri,Rahuri,IN,19.39069,74.64979,Asia/Kolkata,38813
Sanāwad,Sanawad,IN,22.17391,76.06993,Asia/Kolkata,38740
Kondapalle,Kondapalle,IN,16.61989,80.54244,Asia/Kolkata,38714
Vetapālem,Vetapalem,IN,15.78502,80.30663,Asia/Kolkata,38671
Sangariā,Sangaria,IN,29.79886,74.46683,Asia/Kolkata,38638
Jalesar,Jalesar,IN,27.47315,78.3031,Asia/Kolkata,38614
Nattakam,Nattakam,IN,9.54533,76.51414,Asia/Kolkata,38599
Paliā Kalān,Palia Kalan,IN,28.43205,80.58137,Asia/Kolkata,38547
Bayāna,Bayana,IN,26.90791,77.28985,Asia/Kolkata,38502
Rājula,Rajula,IN,21.03854,71.44345,Asia/Kolkata,38489
Bodh Gaya,Bodh Gaya,IN,24.69808,84.9869,Asia/Kolkata,38439
Keru,Keru,IN,26.19247,73.0443,Asia/Kolkata,38429
Kollancode,Kollancode,IN,8.28903,77.10799,Asia/Kolkata,38385
Kilakarai,Kilakarai,IN,9.23183,78.78545,Asia/Kolkata,38355
Kumhāri,Kumhari,IN,21.26667,81.51667,Asia/Kolkata,38334
Chikodi,Chikodi,IN,16.42898,74.58591,Asia/Kolkata,38307
Khairtal,Khairtal,IN,27.80426,76.63861,Asia/Kolkata,38298
Pathanāmthitta,Pathanamthitta,IN,9.26667,76.78333,Asia/Kolkata,38285
Chōrōd,Chorod,IN,11.62773,75.59147,Asia/Kolkata,38245
Nandigāma,Nandigama,IN,16.7717,80.28596,Asia/Kolkata,38219
Indi,Indi,IN,17.17735,75.9526,Asia/Kolkata,38217
Kondli,Kondli,IN,28.61167,77.32667,Asia/Kolkata,38207
Nildoh,Nildoh,IN,21.11075,78.98915,Asia/Kolkata,38157
Kabnur,Kabnur,IN,16.70166,74.43952,Asia/Kolkata,38146
Malavalli,Malavalli,IN,12.38556,77.06045,Asia/Kolkata,38129
Sūlūru,Suluru,IN,13.7,80.01667,Asia/Kolkata,38065
Kāman,Kaman,IN,27.65791,77.26908,Asia/Kolkata,38040
Chetwayi,Chetwayi,IN,10.52885,76.04793,Asia/Kolkata,38011
Nongthymmai,Nongthymmai,IN,25.5637,91.9064,Asia/Kolkata,38004
Shahbazpur,Shahbazpur,IN,26.30511,87.28865,Asia/Kolkata,38000
Wādi,Wadi,IN,17.05183,76.99048,Asia/Kolkata,37988
Tirupati NMA,Tirupati NMA,IN,13.63229,79.48568,Asia/Kolkata,37968
Gauribidanur,Gauribidanur,IN,13.61072,77.51738,Asia/Kolkata,37947
Tāsgaon,Tasgaon,IN,17.037,74.60171,Asia/Kolkata,37945
Agar,Agar,IN,23.71177,76.01571,Asia/Kolkata,37917
Rajakilpakkam,Rajakilpakkam,IN,12.91944,80.16972,Asia/Kolkata,37906
Gharonda Neemka Bangar,Gharonda Neemka Bangar,IN,28.61644,77.288,Asia/Kolkata,37876
Dibai,Dibai,IN,28.20849,78.26173,Asia/Kolkata,37873
Robertsganj,Robertsganj,IN,24.6886,83.06784,Asia/Kolkata,37855
Pen,Pen,IN,18.73734,73.09603,Asia/Kolkata,37852
Tarikere,Tarikere,IN,13.70954,75.81382,Asia/Kolkata,37848
Maudaha,Maudaha,IN,25.68312,80.11419,Asia/Kolkata,37844
Sathyamangalam,Sathyamangalam,IN,11.50526,77.23826,Asia/Kolkata,37816
Gharaunda,Gharaunda,IN,29.53692,76.97142,Asia/Kolkata,37816
Cheyyar,Cheyyar,IN,12.66052,79.54308,Asia/Kolkata,37802
Sonepur,Sonepur,IN,25.69608,85.16669,Asia/Kolkata,37776
Niwai,Niwai,IN,26.36073,75.91836,Asia/Kolkata,37765
Gogri Jamālpur,Gogri Jamalpur,IN,25.41117,86.65925,Asia/Kolkata,37753
Bilāsipāra,Bilasipara,IN,26.23285,90.2341,Asia/Kolkata,37739
Nangli Sakrawat,Nangli Sakrawat,IN,28.62169,76.9923,Asia/Kolkata,37706
Satānā,Satana,IN,20.59483,74.20301,Asia/Kolkata,37701
Rāwatbhāta,Rawatbhata,IN,24.92981,75.59209,Asia/Kolkata,37699
Ellenabad,Ellenabad,IN,29.45282,74.66122,Asia/Kolkata,37680
Wānādongri,Wanadongri,IN,21.0938,78.97273,Asia/Kolkata,37667
Parola,Parola,IN,20.88098,75.11937,Asia/Kolkata,37666
Pāthri,Pathri,IN,19.2588,76.43412,Asia/Kolkata,37648
Bopal,Bopal,IN,23.03341,72.46723,Asia/Kolkata,37635
Chettipālaiyam,Chettipalaiyam,IN,11.16669,77.33502,Asia/Kolkata,37620
Talattala,Talattala,IN,8.87382,76.67158,Asia/Kolkata,37517
Jhālrapātan,Jhalrapatan,IN,24.54205,76.17242,Asia/Kolkata,37506
Zira,Zira,IN,30.96853,74.99106,Asia/Kolkata,37498
Leh,Leh,IN,34.16504,77.58402,Asia/Kolkata,37475
Kānker,Kanker,IN,20.27193,81.49177,Asia/Kolkata,37442
Sārangpur,Sarangpur,IN,23.56651,76.47306,Asia/Kolkata,37435
Sandūr,Sandur,IN,15.08613,76.54692,Asia/Kolkata,37431
Bāngarmau,Bangarmau,IN,26.8912,80.21149,Asia/Kolkata,37425
Kanigiri U,Kanigiri U,IN,15.40637,79.50702,Asia/Kolkata,37420
Jaito,Jaito,IN,30.45126,74.89189,Asia/Kolkata,37377
Dongargarh,Dongargarh,IN,21.18893,80.75459,Asia/Kolkata,37372
Phulbāni,Phulbani,IN,20.48101,84.23063,Asia/Kolkata,37371
Malayinkeezhu,Malayinkeezhu,IN,8.4902,77.0374,Asia/Kolkata,37350
Attingal,Attingal,IN,8.69609,76.81507,Asia/Kolkata,37346
Perunkalattu,Perunkalattu,IN,12.91823,80.08245,Asia/Kolkata,37342
Morsi,Morsi,IN,21.3403,78.01258,Asia/Kolkata,37333
Pilibangan,Pilibangan,IN,29.44964,74.10093,Asia/Kolkata,37288
Nelamangala,Nelamangala,IN,13.09978,77.39364,Asia/Kolkata,37232
Sindgi,Sindgi,IN,16.91883,76.23368,Asia/Kolkata,37226
Vettūr,Vettur,IN,8.71742,76.72582,Asia/Kolkata,37219
Bhadgaon,Bhadgaon,IN,20.66905,75.22937,Asia/Kolkata,37214
Ratia,Ratia,IN,29.69029,75.57688,Asia/Kolkata,37152
Sirūr,Sirur,IN,18.8276,74.37475,Asia/Kolkata,37111
Ashta,Ashta,IN,16.94943,74.40936,Asia/Kolkata,37105
Lālganj,Lalganj,IN,25.86894,85.17394,Asia/Kolkata,37098
Tinnanūr,Tinnanur,IN,13.11448,80.02713,Asia/Kolkata,37095
Bandipura,Bandipura,IN,34.41728,74.64308,Asia/Kolkata,37081
Bābarpur,Babarpur,IN,28.68747,77.28558,Asia/Kolkata,37058
Pujali,Pujali,IN,22.46787,88.14524,Asia/Kolkata,37047
Garhmuktesar,Garhmuktesar,IN,28.78732,78.10214,Asia/Kolkata,37043
Bahādurganj,Bahadurganj,IN,26.26172,87.82443,Asia/Kolkata,36993
Nakodar,Nakodar,IN,31.12586,75.47508,Asia/Kolkata,36973
Lūnāvāda,Lunavada,IN,23.12841,73.61043,Asia/Kolkata,36954
Vazhayur,Vazhayur,IN,11.21729,75.89987,Asia/Kolkata,36909
Hojāi,Hojai,IN,26.00281,92.85605,Asia/Kolkata,36869
Akbarpur,Akbarpur,IN,26.42953,82.53431,Asia/Kolkata,36865
Pīpār,Pipar,IN,26.38441,73.54394,Asia/Kolkata,36810
Lanka,Lanka,IN,25.92907,92.94856,Asia/Kolkata,36805
Tuensang,Tuensang,IN,26.26704,94.82415,Asia/Kolkata,36774
Vuyyūru,Vuyyuru,IN,16.36307,80.84406,Asia/Kolkata,36755
Lakshmeshwar,Lakshmeshwar,IN,15.12689,75.46935,Asia/Kolkata,36754
Kumta,Kumta,IN,14.42853,74.4189,Asia/Kolkata,36719
Yāval,Yaval,IN,21.16772,75.69762,Asia/Kolkata,36706
Tilda Newra,Tilda Newra,IN,21.55324,81.80187,Asia/Kolkata,36682
Kattivākkam,Kattivakkam,IN,13.21667,80.31667,Asia/Kolkata,36617
Peringottupulam,Peringottupulam,IN,11.02682,76.0987,Asia/Kolkata,36602
Sohna,Sohna,IN,28.24737,77.06544,Asia/Kolkata,36552
Patāmundai,Patamundai,IN,20.57806,86.56063,Asia/Kolkata,36528
Kodaikānāl,Kodaikanal,IN,10.23925,77.48932,Asia/Kolkata,36501
Ichchāpuram,Ichchapuram,IN,19.11393,84.68721,Asia/Kolkata,36493
Daryāpur,Daryapur,IN,20.92489,77.32644,Asia/Kolkata,36463
Chunār,Chunar,IN,25.12776,82.8821,Asia/Kolkata,36459
Amīnpur,Aminpur,IN,17.5242,78.32273,Asia/Kolkata,36452
Mungeli,Mungeli,IN,22.06566,81.68543,Asia/Kolkata,36450
Barnagar,Barnagar,IN,23.0489,75.37804,Asia/Kolkata,36438
Pūrna,Purna,IN,19.1817,77.02566,Asia/Kolkata,36433
Khunti,Khunti,IN,23.07602,85.27818,Asia/Kolkata,36390
Nargund,Nargund,IN,15.72299,75.38666,Asia/Kolkata,36291
Parappur,Parappur,IN,11.01213,75.99471,Asia/Kolkata,36270
Neem ka Thana,Neem ka Thana,IN,27.73976,75.78652,Asia/Kolkata,36231
Vilappil,Vilappil,IN,8.52218,77.04001,Asia/Kolkata,36212
Nilanga,Nilanga,IN,18.11675,76.75279,Asia/Kolkata,36172
Naharlagun,Naharlagun,IN,27.10467,93.69518,Asia/Kolkata,36158
Boisar,Boisar,IN,19.80362,72.75598,Asia/Kolkata,36151
Ausa,Ausa,IN,18.24728,76.4993,Asia/Kolkata,36118
Sadābād,Sadabad,IN,27.43818,78.03758,Asia/Kolkata,36093
Bindki,Bindki,IN,26.03613,80.57617,Asia/Kolkata,36058
Mahālingpur,Mahalingpur,IN,16.3888,75.10873,Asia/Kolkata,36055
Rāvu,Ravu,IN,22.63727,75.81474,Asia/Kolkata,36055
Mālpura,Malpura,IN,26.2838,75.36458,Asia/Kolkata,36028
Wai,Wai,IN,17.95276,73.89058,Asia/Kolkata,36025
Bramhapuri,Bramhapuri,IN,20.61107,79.86103,Asia/Kolkata,36025
Shikaripura,Shikaripura,IN,14.2698,75.35643,Asia/Kolkata,36015
Shirdi,Shirdi,IN,19.76616,74.47738,Asia/Kolkata,36004
Neduva,Neduva,IN,11.05669,75.86685,Asia/Kolkata,35996
Venganoor,Venganoor,IN,8.39638,77.00331,Asia/Kolkata,35963
